2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3317 INFO]【MCAProgressTask】Get register start time: 2021-12-31T20:46:29 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3317 INFO]【MCAProgressTask】 Before read  cpu register data sleep 90s 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,"[3306 : 3318 WARNING]InspurBiosDiagnoseSelAnaly, DateHeader: Domain=0, Submodule=0, InfoSrc=0, SMISeriaNo=12, IndicatedNo=45906 "
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,"[3306 : 3318 INFO]SystemAddressToDimmAddressCPX: SystemAddress = 0x20e08f941, system Address located space 12 "
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]TranslateSAD:sad:0x0 DramRule:0x48001f83 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,"[3306 : 3318 INFO]TranslateSAD:sad:0x0, limit:0xffffffff, PrevLimit:0x0, SystemAddress: 0x20e08f941 "
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]TranslateSAD:sad:0x1 DramRule:0x48060783 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,"[3306 : 3318 INFO]TranslateSAD:sad:0x1, limit:0x303fffffff, PrevLimit:0xffffffff, SystemAddress: 0x20e08f941 "
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]【DimmAddressDecode】TranslateSAD: Interleave mode: 0x1 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,"[3306 : 3318 INFO]【DimmAddressDecode】TranslateSAD: Interleave Index [8,9,10]: 0x1 "
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]TranslateSAD: interleaveListIndex: 0x1 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,"[3306 : 3318 INFO]TranslateSAD: InterleaveListCfg.Data = 0x98989898, retval= 0, SocketId=0 "
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]TranslateSAD: TargetId: 0x9 for Skt: 0x0 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]TranslateSAD: Local Skt Found: 0x0 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,"[3306 : 3318 INFO]TranslateSAD: mod3: 0x1, mod3_asamod2: 0x0, mod3_mode: 0x1 "
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]TranslateSAD: Ch_Mod: 0x3 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]TranslateSAD: address_mod: 0x0 
2021-12-31T20:46:29,maintenance.log,LC21B2190001Y,InspurMcaDiagnose:,[3306 : 3318 INFO]TranslateSAD: logChId: 0x1 
